sr_no,name,unit_no,company,sector,age_yr,gcv_kcal_per_kg,gcv_range,fuel,capacity_mw,ef_t_per_mwh,plf_pct,shr_kcal_per_kwh,efficiency_pct,aux_pct,net_gen_gwh,co2_mt,coal_source,fuel_price_rs_per_gcal,vc_fuel_rs_per_kwh,variable_cost_rs_per_kwh,grid_region
81.0,Vallur NTPC/Ntecl,1.0,NTPC/Ntecl,Centre,12.4,3159.6,"(3000, 3500)",Coal,500.0,0.96,64.7,2530.3,34.0,4.9,2833.0,2.72,domestic,850.0,2.150755,2.3507550000000004,Unallocated
80.0,Vallur NTPC/Ntecl,3.0,NTPC/Ntecl,Centre,9.4,3159.6,"(3000, 3500)",Coal,500.0,0.96,64.8,2530.3,34.0,4.9,2840.1,2.73,domestic,850.0,2.150755,2.3507550000000004,Unallocated
161.0,Akaltara TPP /Nariyara TPP,3.0,Ksk Mahanadi Power,Private,6.5,3695.0,"(3500, 4000)",Coal,600.0,0.99,65.0,2605.7,33.0,10.5,3417.0,3.38,domestic,850.0,2.214845,2.414845,Unallocated
177.0,Anuppur TPP,1.0,Mb Power (Mp),Private,9.3,3418.0,"(3000, 3500)",Coal,600.0,1.0,65.0,2631.2,32.7,6.1,3417.3,3.41,domestic,850.0,2.23652,2.43652,Unallocated
356.0,Wanakbori,6.0,GSECL,State,36.7,3626.2,"(3500, 4000)",Coal,210.0,1.14,65.0,2978.6,28.9,10.9,1195.0,1.36,domestic,850.0,2.53181,2.7318100000000003,WR
172.0,Nabi Nagar TPP (Brbcl),2.0,NTPC JV,Centre,7.3,3435.0,"(3000, 3500)",Coal,250.0,1.0,65.2,2626.3,32.7,7.7,1427.2,1.42,domestic,850.0,2.232355,2.4323550000000003,Unallocated
173.0,Nabi Nagar TPP (Brbcl),3.0,NTPC JV,Centre,5.4,3435.0,"(3000, 3500)",Coal,250.0,1.0,65.2,2626.3,32.7,7.7,1427.0,1.42,domestic,850.0,2.232355,2.4323550000000003,Unallocated
196.0,Kahalgaon,4.0,NTPC,Centre,28.4,3512.3,"(3500, 4000)",Coal,210.0,1.01,65.2,2662.1,32.3,9.2,1199.5,1.21,domestic,850.0,2.262785,2.462785,Unallocated
104.0,Rosa TPP,3.0,Rosa Power Company,Private,12.6,3835.0,"(3500, 4000)",Coal,300.0,0.97,65.3,2552.3,33.7,7.0,1716.8,1.66,domestic,850.0,2.169455,2.3694550000000003,NR
251.0,Mejia,6.0,DVC,Centre,16.8,3552.1,"(3500, 4000)",Coal,250.0,1.04,65.3,2747.0,31.3,10.6,1429.8,1.49,domestic,850.0,2.33495,2.5349500000000003,ER
323.0,Vijaywada (Dr. N.TATA Rao Tps),2.0,APGENCO,State,43.8,2829.0,"(2000, 3000)",Coal,210.0,1.1,65.3,2880.8,29.8,10.0,1202.0,1.32,domestic,850.0,2.44868,2.64868,SR
147.0,Raigarh TPP(OP Jindal Tps),1.0,JSW Energy,Private,16.7,2888.2,"(2000, 3000)",Coal,250.0,0.98,65.4,2600.3,33.1,10.3,1433.3,1.41,domestic,850.0,2.210255,2.4102550000000003,Unallocated
210.0,Dadri (NcTPP),2.0,NTPC,Centre,31.6,3783.4,"(3500, 4000)",Coal,210.0,1.02,65.4,2707.2,31.8,8.8,1203.4,1.23,domestic,850.0,2.30112,2.50112,Unallocated
331.0,Panipat,6.0,HPGCL,State,23.3,3775.7,"(3500, 4000)",Coal,210.0,1.1,65.5,2914.0,29.5,9.6,1204.7,1.33,domestic,850.0,2.4769,2.6769000000000003,NR
284.0,"India Power TPP (Haldia, Hiranmaye )",2.0,Hiranmaye Energy Ltd,Private,6.6,3287.0,"(3000, 3500)",Coal,150.0,1.07,65.7,2812.8,30.6,9.4,862.8,0.92,domestic,850.0,2.39088,2.5908800000000003,Unallocated
423.0,Korba-West,2.0,CSEB,State,40.4,3640.0,"(3500, 4000)",Coal,210.0,1.24,65.7,3263.7,26.3,10.5,1209.0,1.5,domestic,850.0,2.774145,2.974145,WR
69.0,Rosa TPP Ph - 1,1.0,Rosa Power Company,Private,14.5,3835.0,"(3500, 4000)",Coal,300.0,0.95,65.8,2510.3,34.3,8.3,1728.6,1.65,domestic,850.0,2.133755,2.333755,NR
185.0,Bongaigaon TPP,1.0,NTPC,Centre,9.1,4053.6,"(4000, 4500)",Coal,250.0,1.0,65.9,2633.0,32.7,8.6,1444.0,1.44,domestic,850.0,2.23805,2.43805,Unallocated
211.0,Dadri (NcTPP),3.0,NTPC,Centre,32.1,3787.4,"(3500, 4000)",Coal,210.0,1.02,65.9,2707.8,31.8,8.0,1212.9,1.24,domestic,850.0,2.30163,2.50163,Unallocated
317.0,Rayal Seema,5.0,APGENCO,State,13.6,3234.0,"(3000, 3500)",Coal,210.0,1.09,66.2,2876.4,29.9,10.6,1218.5,1.33,domestic,850.0,2.44494,2.64494,SR
243.0,Tuticorin JV,2.0,Ntpl(JV Of NLC & Tangedco),Centre,9.1,3596.7,"(3500, 4000)",Coal,500.0,1.04,66.3,2775.0,31.0,6.8,2905.3,3.02,domestic,850.0,2.35875,2.5587500000000003,SR
316.0,Gandhi Nagar,3.0,GSECL,State,34.4,3653.3,"(3500, 4000)",Coal,210.0,1.09,66.3,2837.9,30.3,10.5,1220.0,1.33,domestic,850.0,2.412215,2.6122150000000004,WR
253.0,Paras,2.0,MAHAGENCO,State,16.4,3126.0,"(3000, 3500)",Coal,250.0,1.04,66.4,2736.8,31.4,10.9,1454.9,1.52,domestic,850.0,2.32628,2.5262800000000003,WR
321.0,Vijaywada (Dr. N.TATA Rao Tps),4.0,APGENCO,State,34.0,2867.0,"(2000, 3000)",Coal,210.0,1.1,66.4,2874.0,29.9,10.1,1222.0,1.34,domestic,850.0,2.4429,2.6429,SR
163.0,Seioni TPP,1.0,Jhabua Power Ltd,Private,8.4,3346.0,"(3000, 3500)",Coal,600.0,0.99,66.6,2609.6,32.9,6.1,3501.8,3.47,domestic,850.0,2.21816,2.4181600000000003,Unallocated
153.0,Indra Gandhi STPP,3.0,NTPC/Apcpl JV,Centre,12.1,3772.7,"(3500, 4000)",Coal,500.0,0.98,67.0,2592.0,33.2,6.1,2934.1,2.89,domestic,850.0,2.2032,2.4032,Unallocated
271.0,Rayal Seema,3.0,APGENCO,State,17.5,3247.0,"(3000, 3500)",Coal,210.0,1.06,67.0,2780.0,30.9,8.8,1231.7,1.3,domestic,850.0,2.363,2.563,SR
283.0,Kota,5.0,RRVUNL,State,30.4,3357.0,"(3000, 3500)",Coal,210.0,1.07,67.0,2808.4,30.6,11.3,1232.2,1.31,domestic,850.0,2.38714,2.58714,NR
135.0,Dhariwal Inf TPP,1.0,Dhariwal Infra Private Ltd,Private,10.8,3831.0,"(3500, 4000)",Coal,300.0,0.98,67.1,2588.3,33.2,7.7,1762.8,1.73,domestic,850.0,2.200055,2.400055,Unallocated
309.0,Tuticorin,1.0,TNEB,State,45.1,2850.0,"(2000, 3000)",Coal,210.0,1.08,67.3,2842.0,30.3,8.7,1237.3,1.34,domestic,850.0,2.4157,2.6157000000000004,SR
299.0,Rayal Seema,4.0,APGENCO,State,16.7,3257.0,"(3000, 3500)",Coal,210.0,1.08,67.5,2832.6,30.4,9.1,1242.2,1.34,domestic,850.0,2.40771,2.60771,SR
396.0,Jallippa Kapurdi TPP,2.0,Raj West Power Ltd (JSW),Private,14.1,3119.2,"(3000, 3500)",Lignite,135.0,1.2,67.5,2852.3,30.1,10.2,797.9,0.96,lignite,500.0,1.42615,1.62615,WR
398.0,Jallippa Kapurdi TPP,1.0,Raj West Power Ltd (JSW),Private,14.8,3111.6,"(3000, 3500)",Lignite,135.0,1.2,67.7,2852.6,30.1,10.2,800.5,0.96,lignite,500.0,1.4263,1.6263,WR
191.0,Bongaigaon TPP,3.0,NTPC,Centre,5.4,4092.8,"(4000, 4500)",Coal,250.0,1.0,67.9,2645.1,32.5,8.6,1487.1,1.49,domestic,850.0,2.248335,2.448335,Unallocated
250.0,Mettur,2.0,TNEB,State,36.7,3032.0,"(3000, 3500)",Coal,210.0,1.04,67.9,2735.1,31.4,8.8,1249.8,1.3,domestic,850.0,2.324835,2.5248350000000004,SR
45.0,Kakatiya TPP (Stage-I),1.0,TSGENCO,State,14.2,4006.0,"(4000, 4500)",Coal,500.0,0.94,68.0,2486.4,34.6,5.9,2979.0,2.81,domestic,850.0,2.11344,2.3134400000000004,SR
121.0,Dadri (NcTPP),5.0,NTPC,Centre,14.5,3779.5,"(3500, 4000)",Coal,490.0,0.98,68.2,2596.8,33.1,6.3,2928.3,2.86,domestic,850.0,2.20728,2.40728,Unallocated
264.0,Bina TPP,1.0,Bina Power Supply,Private,12.0,3561.0,"(3500, 4000)",Coal,250.0,1.05,68.4,2771.3,31.0,8.3,1497.0,1.57,domestic,850.0,2.355605,2.5556050000000003,Unallocated
200.0,Farakka Stps,1.0,NTPC,Centre,38.6,3934.4,"(3500, 4000)",Coal,200.0,1.01,68.7,2682.3,32.1,9.5,1203.5,1.21,domestic,850.0,2.279955,2.4799550000000004,Unallocated
226.0,Mejia,4.0,DVC,Centre,19.8,3430.8,"(3000, 3500)",Coal,210.0,1.03,68.7,2705.7,31.8,11.0,1263.3,1.3,domestic,850.0,2.299845,2.499845,ER
291.0,Unchahar,4.0,NTPC,Centre,24.8,3703.6,"(3500, 4000)",Coal,210.0,1.07,68.7,2818.2,30.5,10.1,1263.0,1.35,domestic,850.0,2.39547,2.59547,Unallocated
25.0,Anapara “C”,2.0,Lanco Anapara Power,Private,12.7,3661.0,"(3500, 4000)",Coal,600.0,0.93,68.9,2454.8,35.0,5.2,3622.2,3.37,domestic,850.0,2.08658,2.2865800000000003,NR
369.0,Korba-West,4.0,CSEB,State,38.4,3640.0,"(3500, 4000)",Coal,210.0,1.15,68.9,3034.3,28.3,9.6,1268.0,1.46,domestic,850.0,2.579155,2.7791550000000003,WR
168.0,Raigarh TPP(OP Jindal Tps),3.0,JSW Energy,Private,16.5,2882.4,"(2000, 3000)",Coal,250.0,0.99,69.2,2626.2,32.7,10.3,1515.5,1.51,domestic,850.0,2.23227,2.4322700000000004,Unallocated
178.0,Anuppur TPP,2.0,Mb Power (Mp),Private,8.4,3418.0,"(3000, 3500)",Coal,600.0,1.0,69.3,2631.2,32.7,6.1,3641.9,3.63,domestic,850.0,2.23652,2.43652,Unallocated
263.0,Chandrapura,7.0,DVC,Centre,14.8,3778.8,"(3500, 4000)",Coal,250.0,1.05,69.3,2785.9,30.9,10.2,1516.6,1.6,domestic,850.0,2.368015,2.5680150000000004,ER
278.0,Unchahar,5.0,NTPC,Centre,17.9,3779.7,"(3500, 4000)",Coal,210.0,1.06,69.3,2817.3,30.5,9.4,1274.7,1.35,domestic,850.0,2.394705,2.5947050000000003,Unallocated
312.0,Panipat,8.0,HPGCL,State,19.5,3718.8,"(3500, 4000)",Coal,250.0,1.09,69.4,2873.3,29.9,9.4,1520.5,1.65,domestic,850.0,2.442305,2.6423050000000003,NR
306.0,Vijaywada (Dr. N.TATA Rao Tps),6.0,APGENCO,State,29.4,2945.0,"(2000, 3000)",Coal,210.0,1.08,69.5,2836.8,30.3,10.2,1279.0,1.38,domestic,850.0,2.41128,2.6112800000000003,SR
342.0,Obra-A,11.0,UPRVUNL,State,46.6,3430.0,"(3000, 3500)",Coal,200.0,1.11,69.5,2914.7,29.5,9.0,1218.0,1.35,domestic,850.0,2.477495,2.677495,NR
15.0,Budge Budge,1.0,CESC,Private,26.9,3761.0,"(3500, 4000)",Coal,250.0,0.93,69.6,2437.7,35.3,7.9,1523.9,1.41,domestic,850.0,2.072045,2.272045,ER
348.0,I.B.Valley,1.0,OPGC,State,30.2,2901.0,"(2000, 3000)",Coal,210.0,1.13,69.6,2966.7,29.0,12.5,1279.5,1.44,domestic,850.0,2.521695,2.721695,ER
367.0,Bhusawal,4.0,MAHAGENCO,State,12.4,3538.9,"(3500, 4000)",Coal,500.0,1.15,69.7,3042.7,28.3,6.3,3053.0,3.51,domestic,850.0,2.586295,2.786295,WR
392.0,Jallippa Kapurdi TPP,5.0,Raj West Power Ltd (JSW),Private,11.5,3115.2,"(3000, 3500)",Lignite,135.0,1.2,69.7,2850.6,30.2,10.2,823.9,0.99,lignite,500.0,1.4253,1.6253,WR
303.0,Chhabra Tps,1.0,RRVUNL,State,14.8,3671.3,"(3500, 4000)",Coal,250.0,1.08,69.9,2839.1,30.3,10.4,1531.2,1.65,domestic,850.0,2.413235,2.613235,NR
219.0,Anpara,2.0,UPRVUNL,State,37.6,3216.0,"(3000, 3500)",Coal,210.0,1.03,70.0,2699.0,31.9,10.4,1287.1,1.32,domestic,850.0,2.29415,2.4941500000000003,NR
23.0,Chandrapur_Coal,8.0,MAHAGENCO,State,9.4,3235.1,"(3000, 3500)",Coal,500.0,0.93,70.1,2474.7,34.7,5.3,3072.6,2.85,domestic,850.0,2.103495,2.3034950000000003,WR
330.0,Obra-A,12.0,UPRVUNL,State,43.4,3430.0,"(3000, 3500)",Coal,200.0,1.1,70.3,2892.2,29.7,9.0,1231.0,1.35,domestic,850.0,2.45837,2.65837,NR
48.0,Dhanu,2.0,Rel,Private,29.4,3553.6,"(3500, 4000)",Coal,250.0,0.95,70.4,2511.0,34.2,9.9,1542.7,1.46,domestic,850.0,2.13435,2.33435,Unallocated
399.0,Jallippa Kapurdi TPP,7.0,Raj West Power Ltd (JSW),Private,11.4,3126.5,"(3000, 3500)",Lignite,135.0,1.2,70.5,2853.0,30.1,10.2,834.1,1.0,lignite,500.0,1.4265,1.6265,WR
51.0,Avantha Bhandar TPP,1.0,Korba West Power Co Ltd,Private,7.3,3117.9,"(3000, 3500)",Coal,600.0,0.95,70.6,2495.9,34.4,6.5,3710.3,3.51,domestic,850.0,2.121515,2.321515,Unallocated
325.0,Amar Kantak Ext,5.0,MPGPCL,State,16.1,4189.0,"(4000, 4500)",Coal,210.0,1.1,70.6,2891.8,29.7,9.4,1299.1,1.43,domestic,850.0,2.45803,2.65803,WR
197.0,Rosa TPP Ph - 1,2.0,Rosa Power Company,Private,14.1,3835.0,"(3500, 4000)",Coal,300.0,1.01,70.7,2654.5,32.4,8.3,1856.8,1.87,domestic,850.0,2.256325,2.456325,NR
90.0,K_Gudem New,2.0,TSGENCO,State,27.4,2893.0,"(2000, 3000)",Coal,250.0,0.96,70.8,2535.2,33.9,10.0,1549.7,1.49,domestic,850.0,2.15492,2.3549200000000003,SR
397.0,Jallippa Kapurdi TPP,8.0,Raj West Power Ltd (JSW),Private,11.4,3111.8,"(3000, 3500)",Lignite,135.0,1.2,71.2,2852.4,30.1,10.2,841.8,1.01,lignite,500.0,1.4262,1.6262,WR
43.0,R_Gundem Stps,6.0,NTPC,Centre,34.8,3497.5,"(3000, 3500)",Coal,500.0,0.94,71.3,2499.5,34.4,6.6,3121.7,2.95,domestic,850.0,2.124575,2.3245750000000003,Unallocated
426.0,Neyveli Fst Ext,2.0,NLC,Centre,21.0,2653.0,"(2000, 3000)",Lignite,210.0,1.25,71.3,2975.9,28.9,9.0,1310.9,1.64,lignite,500.0,1.48795,1.68795,SR
44.0,Kamalanga,2.0,GMR.K Ltd,Private,11.1,3232.2,"(3000, 3500)",Coal,350.0,0.94,71.4,2493.1,34.5,6.7,2187.7,2.06,domestic,850.0,2.119135,2.319135,Unallocated
96.0,Yamunanagar TPP,2.0,HPGCL,State,16.7,3377.4,"(3000, 3500)",Coal,300.0,0.97,71.4,2543.8,33.8,8.5,1875.7,1.81,domestic,850.0,2.16223,2.3622300000000003,NR
53.0,Kamalanga,1.0,GMR.K Ltd,Private,11.5,3197.0,"(3000, 3500)",Coal,350.0,0.95,71.5,2501.8,34.4,6.9,2191.5,2.08,domestic,850.0,2.12653,2.32653,Unallocated
169.0,Farakka Stps,4.0,NTPC,Centre,31.9,3939.0,"(3500, 4000)",Coal,500.0,0.99,71.8,2628.1,32.7,6.7,3144.0,3.13,domestic,850.0,2.233885,2.433885,Unallocated
393.0,Jallippa Kapurdi TPP,4.0,Raj West Power Ltd (JSW),Private,12.7,3127.8,"(3000, 3500)",Lignite,135.0,1.2,71.9,2850.9,30.2,10.2,850.7,1.02,lignite,500.0,1.42545,1.62545,WR
277.0,Farakka Stps,3.0,NTPC,Centre,37.0,3954.9,"(3500, 4000)",Coal,200.0,1.06,72.0,2816.9,30.5,9.9,1261.0,1.34,domestic,850.0,2.394365,2.5943650000000003,Unallocated
61.0,Kamalanga,3.0,GMR.K Ltd,Private,10.4,3223.6,"(3000, 3500)",Coal,350.0,0.95,72.2,2508.7,34.3,7.1,2212.7,2.1,domestic,850.0,2.132395,2.332395,Unallocated
98.0,Durgapur Steel Tps,1.0,DVC,Centre,13.0,3753.0,"(3500, 4000)",Coal,500.0,0.97,72.2,2564.9,33.5,5.3,3164.1,3.06,domestic,850.0,2.180165,2.3801650000000003,ER
119.0,R_Gundem Stps,3.0,NTPC,Centre,39.6,3502.9,"(3500, 4000)",Coal,200.0,0.97,72.2,2564.9,33.5,10.8,1265.4,1.23,domestic,850.0,2.180165,2.3801650000000003,Unallocated
138.0,Barauni (Ext),8.0,BSEB,State,6.6,3489.0,"(3000, 3500)",Coal,250.0,0.98,72.2,2585.9,33.3,9.1,1581.1,1.56,domestic,850.0,2.198015,2.398015,ER
155.0,Korba-V(Dspm Tps),7.0,CSEB,State,17.4,3379.0,"(3000, 3500)",Coal,250.0,0.99,72.2,2599.9,33.1,8.2,1580.3,1.56,domestic,850.0,2.209915,2.4099150000000003,WR
72.0,Baradarha TPP,1.0,Db Power Ltd,Private,10.5,3339.0,"(3000, 3500)",Coal,600.0,0.96,72.6,2521.3,34.1,5.7,3818.0,3.65,domestic,850.0,2.143105,2.343105,Unallocated
105.0,Mahadev Prasad STPP,1.0,Adahunik Power,Private,11.7,3478.0,"(3000, 3500)",Coal,270.0,0.97,72.6,2553.7,33.7,8.5,1717.5,1.66,domestic,850.0,2.170645,2.370645,Unallocated
76.0,Simhadri,3.0,NTPC,Centre,13.4,3101.8,"(3000, 3500)",Coal,500.0,0.96,72.7,2543.0,33.8,5.7,3186.4,3.05,domestic,850.0,2.16155,2.3615500000000003,Unallocated
394.0,Jallippa Kapurdi TPP,6.0,Raj West Power Ltd (JSW),Private,11.4,3121.3,"(3000, 3500)",Lignite,135.0,1.2,72.7,2851.4,30.2,10.2,859.5,1.03,lignite,500.0,1.4257,1.6257,WR
346.0,Korba-West,1.0,CSEB,State,41.1,3640.0,"(3500, 4000)",Coal,210.0,1.12,73.0,2940.2,29.2,8.8,1342.0,1.5,domestic,850.0,2.49917,2.69917,WR
266.0,Kota,4.0,RRVUNL,State,35.3,3360.0,"(3000, 3500)",Coal,210.0,1.05,73.1,2774.8,31.0,11.3,1344.5,1.42,domestic,850.0,2.35858,2.55858,NR
289.0,Chhabra Tps,3.0,RRVUNL,State,10.9,3768.1,"(3500, 4000)",Coal,250.0,1.07,73.1,2818.6,30.5,9.9,1601.5,1.71,domestic,850.0,2.39581,2.59581,NR
16.0,Budge Budge,2.0,CESC,Private,25.4,3761.0,"(3500, 4000)",Coal,250.0,0.93,73.2,2437.9,35.3,7.9,1602.5,1.48,domestic,850.0,2.072215,2.272215,ER
41.0,Maithon Rb TPP,1.0,DVC-TATA JV,Private,12.9,4074.0,"(4000, 4500)",Coal,525.0,0.94,73.3,2486.1,34.6,5.6,3373.3,3.18,domestic,850.0,2.113185,2.3131850000000003,ER
79.0,R_Gundem Stps,4.0,NTPC,Centre,36.1,3493.0,"(3000, 3500)",Coal,500.0,0.96,73.5,2541.4,33.8,6.5,3220.8,3.09,domestic,850.0,2.16019,2.36019,Unallocated
39.0,Dhanu,1.0,Rel,Private,29.6,3557.5,"(3500, 4000)",Coal,250.0,0.94,73.6,2501.3,34.4,9.8,1611.2,1.52,domestic,850.0,2.126105,2.326105,Unallocated
162.0,Vijaywada TPP-Iv,1.0,APGENCO,State,14.8,3419.0,"(3000, 3500)",Coal,500.0,0.99,73.6,2604.8,33.0,5.3,3225.0,3.19,domestic,850.0,2.21408,2.41408,SR
199.0,Vindh_Chal Stps,3.0,NTPC,Centre,35.5,3686.3,"(3500, 4000)",Coal,210.0,1.01,73.6,2655.4,32.4,9.1,1354.3,1.37,domestic,850.0,2.25709,2.45709,Unallocated
27.0,Chandrapur_Coal,9.0,MAHAGENCO,State,8.4,3204.5,"(3000, 3500)",Coal,500.0,0.93,73.7,2488.9,34.5,5.7,3228.3,3.01,domestic,850.0,2.115565,2.3155650000000003,WR
36.0,Mouda Stps,2.0,NTPC,Centre,11.4,3365.3,"(3000, 3500)",Coal,500.0,0.94,73.8,2500.4,34.4,5.3,3233.2,3.04,domestic,850.0,2.12534,2.32534,Unallocated
420.0,Barsingar Ligniteite,2.0,NLC,Centre,13.5,2912.0,"(2000, 3000)",Lignite,125.0,1.22,73.8,2908.4,29.6,12.6,808.0,0.99,lignite,500.0,1.4542,1.6542,SR
93.0,Simhadri,1.0,NTPC,Centre,22.5,3127.4,"(3000, 3500)",Coal,500.0,0.96,73.9,2560.0,33.6,5.8,3235.1,3.12,domestic,850.0,2.176,2.3760000000000003,Unallocated
167.0,Chandrapura,8.0,DVC,Centre,14.4,3786.5,"(3500, 4000)",Coal,250.0,0.99,73.9,2634.6,32.6,9.5,1619.0,1.61,domestic,850.0,2.23941,2.43941,ER
334.0,K_Kheda Ii,5.0,MAHAGENCO,State,13.0,3464.8,"(3000, 3500)",Coal,500.0,1.1,73.9,2928.6,29.4,5.9,3237.0,3.57,domestic,850.0,2.48931,2.6893100000000003,WR
10.0,Haldia,2.0,Haldia Energy Ltd.,Private,9.5,3185.0,"(3000, 3500)",Coal,300.0,0.92,74.0,2416.2,35.6,5.1,1945.0,1.78,domestic,850.0,2.05377,2.25377,ER
111.0,Haldia,1.0,Haldia Energy Ltd.,Private,9.6,3205.0,"(3000, 3500)",Coal,300.0,0.97,74.0,2561.5,33.6,10.4,1945.0,1.89,domestic,850.0,2.177275,2.377275,ER
89.0,Emco GMR Warora TPP,2.0,Emco Energy (GMR),Private,10.9,3666.1,"(3500, 4000)",Coal,300.0,0.96,74.1,2540.3,33.8,7.8,1946.7,1.87,domestic,850.0,2.159255,2.359255,Unallocated
113.0,Talcher Stps,2.0,NTPC,Centre,28.4,3377.7,"(3000, 3500)",Coal,500.0,0.97,74.6,2563.7,33.5,6.9,3265.9,3.18,domestic,850.0,2.179145,2.3791450000000003,Unallocated
159.0,K_Gudem New,3.0,TSGENCO,State,26.4,2884.0,"(2000, 3000)",Coal,250.0,0.99,74.6,2600.0,33.1,10.7,1633.9,1.61,domestic,850.0,2.21,2.41,SR
136.0,Singrauli Stps,1.0,NTPC,Centre,42.5,3768.6,"(3500, 4000)",Coal,200.0,0.98,74.9,2578.7,33.3,8.8,1311.4,1.28,domestic,850.0,2.191895,2.3918950000000003,Unallocated
110.0,Rihand,2.0,NTPC,Centre,35.1,3894.1,"(3500, 4000)",Coal,500.0,0.97,75.1,2553.0,33.7,8.0,3289.1,3.19,domestic,850.0,2.17005,2.37005,Unallocated
148.0,Kota,7.0,RRVUNL,State,15.2,3424.1,"(3000, 3500)",Coal,195.0,0.98,75.1,2591.4,33.2,11.2,1282.9,1.26,domestic,850.0,2.20269,2.40269,NR
63.0,Kahalgaon,6.0,NTPC,Centre,16.4,3506.3,"(3500, 4000)",Coal,500.0,0.95,75.2,2512.2,34.2,5.7,3293.2,3.13,domestic,850.0,2.13537,2.33537,Unallocated
145.0,Amaravati TPP,4.0,India Bulls,Private,9.4,3653.8,"(3500, 4000)",Coal,270.0,0.98,75.2,2593.5,33.2,7.7,1779.3,1.75,domestic,850.0,2.204475,2.404475,Unallocated
298.0,D.P.L.,8.0,Dpl,State,10.4,3909.0,"(3500, 4000)",Coal,250.0,1.08,75.3,2834.5,30.3,10.8,1648.0,1.77,domestic,850.0,2.409325,2.609325,ER
140.0,Bhilai TPP,2.0,NTPC/Sail,Centre,15.1,3281.1,"(3000, 3500)",Coal,250.0,0.98,75.5,2583.2,33.3,8.6,1654.3,1.62,domestic,850.0,2.19572,2.3957200000000003,Unallocated
203.0,Kahalgaon,1.0,NTPC,Centre,32.4,3497.9,"(3000, 3500)",Coal,210.0,1.01,75.5,2681.6,32.1,9.6,1388.9,1.41,domestic,850.0,2.27936,2.47936,Unallocated
205.0,Vindh_Chal Stps,1.0,NTPC,Centre,36.8,3714.1,"(3500, 4000)",Coal,210.0,1.02,75.5,2674.7,32.1,9.4,1389.6,1.41,domestic,850.0,2.273495,2.473495,Unallocated
157.0,Barauni (Ext),9.0,BSEB,State,6.4,3490.5,"(3000, 3500)",Coal,250.0,0.99,75.6,2601.2,33.1,9.4,1655.8,1.64,domestic,850.0,2.21102,2.41102,ER
103.0,Yamunanagar TPP,1.0,HPGCL,State,16.7,3383.3,"(3000, 3500)",Coal,300.0,0.97,75.8,2551.2,33.7,8.5,1991.5,1.93,domestic,850.0,2.16852,2.36852,NR
179.0,Singrauli Stps,2.0,NTPC,Centre,41.7,3757.9,"(3500, 4000)",Coal,200.0,1.0,75.8,2623.3,32.8,8.9,1327.2,1.32,domestic,850.0,2.229805,2.429805,Unallocated
204.0,Koderma,2.0,DVC,Centre,11.5,4004.7,"(4000, 4500)",Coal,500.0,1.02,75.8,2695.4,31.9,5.4,3321.8,3.37,domestic,850.0,2.29109,2.49109,ER
188.0,Bongaigaon TPP,2.0,NTPC,Centre,7.4,4064.5,"(4000, 4500)",Coal,250.0,1.0,75.9,2639.9,32.6,8.6,1662.2,1.66,domestic,850.0,2.243915,2.443915,Unallocated
112.0,Amaravati TPP,1.0,India Bulls,Private,11.4,3652.0,"(3500, 4000)",Coal,270.0,0.97,76.0,2561.6,33.6,7.7,1796.8,1.75,domestic,850.0,2.17736,2.3773600000000004,Unallocated
386.0,Neyveli New TPP,2.0,NLC,Centre,3.5,2640.0,"(2000, 3000)",Lignite,500.0,1.18,76.0,2800.5,30.7,6.1,3330.5,3.93,lignite,500.0,1.40025,1.60025,SR
209.0,Anpara,1.0,UPRVUNL,State,37.6,3216.0,"(3000, 3500)",Coal,210.0,1.02,76.1,2681.2,32.1,9.9,1399.6,1.42,domestic,850.0,2.27902,2.47902,NR
50.0,Sipat Stps,1.0,NTPC,Centre,17.2,3454.5,"(3000, 3500)",Coal,500.0,0.95,76.3,2502.7,34.4,5.9,3344.1,3.17,domestic,850.0,2.127295,2.3272950000000003,Unallocated
142.0,Mejia Tps Ext,2.0,DVC,Centre,13.4,3603.2,"(3500, 4000)",Coal,500.0,0.98,76.3,2598.5,33.1,5.6,3341.0,3.28,domestic,850.0,2.208725,2.408725,ER
190.0,Muzaffarpur Exp,4.0,JV NTPC & BSEB,Centre,7.4,3614.1,"(3500, 4000)",Coal,195.0,1.0,76.3,2637.1,32.6,9.2,1303.6,1.31,domestic,850.0,2.241535,2.441535,ER
350.0,Korba-West,3.0,CSEB,State,39.4,3640.0,"(3500, 4000)",Coal,210.0,1.13,76.3,2978.4,28.9,9.4,1403.0,1.59,domestic,850.0,2.53164,2.73164,WR
144.0,Bakreswar,5.0,WBPDC,State,15.2,4253.0,"(4000, 4500)",Coal,210.0,0.98,76.5,2585.6,33.3,8.5,1408.0,1.38,domestic,850.0,2.19776,2.3977600000000003,ER
363.0,Bandel,5.0,WBPDC,State,41.8,3579.0,"(3500, 4000)",Coal,210.0,1.14,76.5,3009.2,28.6,9.5,1407.0,1.61,domestic,850.0,2.55782,2.75782,ER
305.0,Panipat,7.0,HPGCL,State,19.9,3712.7,"(3500, 4000)",Coal,250.0,1.08,76.6,2856.0,30.1,9.2,1678.5,1.81,domestic,850.0,2.4276,2.6276,NR
230.0,Mejia,5.0,DVC,Centre,17.4,3552.1,"(3500, 4000)",Coal,250.0,1.03,76.7,2721.2,31.6,9.8,1678.7,1.73,domestic,850.0,2.31302,2.51302,ER
